Date,Price,Vol.,weekday,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DGS10,WTI-oil,FTSE-F,HSI-F,Gold-F,NZD,FCHI,DGS5,Brent,DBAA,NYSE,CTB6M,CTB1Y,XAU,S&P-F,AUD,AMZN,RUSSELL-F,CNY,DTB3,MSFT,Name,DTB4WK,silver-F,CAD,DAX-F,DTB6,DAAA,DJI-F,XAG,HSI,XOM,EUR,WFC,Dollar Index-F,DJI,GE,CTB3M,copper-F,RUT,Dollar Index,JPM,GAS-F,JPY,wheat-F,GBP,GSPC,SSEC,Nikkei-F,CHF,oil,KOSPI-F,AAPL,GDAXI,CAC-F,NASDAQ-F,JNJ,FTSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6
2014-06-05,4296.23,0.115513406,3,-0.005824501,-0.00342232,-0.000405717,0.001401223,-0.032576094,-1.447470139,-1.891277789,-4.228777533,4329.263339,4351.789498,4397.851282,4572.940796,2.4,0.014509108,0.0107,0.0009,-0.0089,0.0043,0.0137,2.18,0.0118,4.64,0.0068,2.43,2.33,-0.0077,0.0082,0.0051,0.0195,0.0058,0.0011,2.35,0.0231,IXIC,2.36,-0.0184,0.0015,0.0169,2.36,3.68,0.0075,-0.0162,0.0002,-0.0001,0.0026,0.0013,0.0031,0.0084,-0.0126,2.4,0.0018,0.0058,0.003,0.0128,0.0146,0.0024,0.0407,0.0042,0.0089,0.0058,-0.0054,0.0011,0.0137,-0.0142,-0.0044,0.0174,0.0138,0.0094,0.0095,0.0078,0.04,0.05,0.04,-0.01,0,0.96,2.24,2.28,2.29,2.28
2014-06-06,4321.4,-0.059773866,4,-0.00342232,-0.000405717,0.001401223,0.007981143,0.249382344,-1.06775579,-1.740136837,-2.923264585,4336.604081,4357.637867,4401.999089,4575.721809,2.37,0.003396959,0.0088,0.0075,0.0012,0.0018,0.0062,2.15,0.0074,4.63,0.0026,2.43,2.3,-0.0003,0.0055,0.0024,0.0168,0.0034,0,2.37,0.0103,IXIC,2.36,0,-0.0016,0.0099,2.36,3.69,0.0041,0.0007,0.0052,0.0074,0.0009,-0.014,0.0006,0.0045,-0.0057,2.42,0.0066,0.0034,0.0004,-0.0038,-0.0218,-0.0001,0.0216,0.0043,0.0059,0.0191,0.0062,0.0002,0.0039,0.0058,0.0121,0.009,0.0062,0.0146,0.0007,0.0076,0.01,0,0.01,0.01,0,0.94,2.26,2.27,2.26,2.27
2014-06-09,4336.24,0.036195647,0,-0.000405717,0.001401223,0.007981143,-0.003020426,0.350373747,-0.742558393,-1.631966027,-1.257440578,4339.982766,4361.452379,4405.288848,4578.277807,2.42,0.013941283,0.0092,-0.012,-0.0042,-0.0012,0.015,2.2,0.0144,4.66,0.0074,2.43,2.32,-0.0022,0.0115,-0.0001,0.0097,0.0132,-0.0003,2.36,0.0112,IXIC,2.37,0.0024,-0.0012,0.008,2.36,3.71,0.0114,0.0014,-0.015,0.0013,0.0009,0.0035,0.0021,0.0082,0.0454,2.41,0.0022,0.0132,0.0022,0.0079,0.0145,0.0027,0.0186,0.004,0.008,-0.0069,-0.0066,0.0022,0.0121,-0.0015,0.0157,0.0097,0.0155,0.0145,-0.0028,0.0109,0.05,0.06,0.06,-0.01,-0.01,0.95,2.24,2.3,2.3,2.29
2014-06-10,4338,0.028357332,1,0.001401223,0.007981143,-0.003020426,-0.002418366,0.017753266,-0.283885205,-2.705976024,-1.833660328,4340.814491,4364.106313,4408.107168,4580.710347,2.4,-0.011030008,-0.0062,-0.0048,0.0112,0.0048,-0.0122,2.18,-0.0055,4.65,-0.0204,2.42,2.32,0.0108,-0.0277,0.0082,-0.0357,-0.0318,0.008,2.36,-0.0297,IXIC,2.37,-0.0009,0.0047,-0.0166,2.35,3.71,-0.0263,0.001,,-0.0111,0.0011,-0.0174,-0.0001,-0.0238,-0.0256,2.41,-0.02,-0.0318,-0.0001,-0.0272,0.0008,-0.0058,0.0292,0.0033,-0.0241,-0.0121,-0.0063,-0.0052,-0.0101,-0.0107,-0.0582,-0.0152,-0.0121,-0.0388,-0.0133,-0.0055,0.03,0.04,0.05,-0.01,-0.02,0.94,2.25,2.3,2.29,2.28
2014-06-11,4331.93,-0.102426587,2,0.007981143,-0.003020426,-0.002418366,-0.003718963,-0.708483465,-1.092068972,-2.822064145,-1.461944407,4341.439934,4366.854346,4410.968685,4583.149647,2.47,0.001136733,0.0029,0.0108,0.0017,-0.0013,0.0027,2.26,0.0033,4.67,0.0045,2.45,2.36,0.0014,0.005,-0.0017,-0.0052,0.0019,-0.0005,2.38,0.013,IXIC,2.38,0.0012,-0.0048,0.0098,2.38,3.72,0.0057,-0.0003,0.0084,-0.0027,-0.0017,0.0088,-0.0004,0.0044,0.0089,2.43,0.0011,0.0019,-0.0004,-0.0001,0.0092,0.0017,-0.0065,0.0008,0.0037,0.031,-0.0049,-0.0033,-0.0006,-0.0011,-0.0175,0.0072,0.0028,0.002,0.0023,-0.0006,0.09,0.09,0.09,0,0,0.95,2.2,2.29,2.29,2.29
2014-06-12,4297.63,0.057923497,3,-0.003020426,-0.002418366,-0.003718963,-0.00587003,-1.415355112,-1.859307384,-4.197568843,-2.669239428,4343.553252,4370.530593,4414.194754,4585.674468,2.45,-0.008852406,-0.0095,-0.0267,0.003,-0.0024,-0.0193,2.25,0.0003,4.66,-0.0028,2.46,2.36,0.0025,-0.005,-0.0001,-0.0094,-0.0031,0.0066,2.38,-0.0001,IXIC,2.39,-0.006,0,-0.0201,2.39,3.73,-0.0076,-0.0054,-0.0239,-0.0009,-0.0024,-0.0055,-0.0023,-0.0054,-0.0118,2.43,-0.0011,-0.0031,-0.0026,-0.0008,-0.0057,-0.0032,-0.022,-0.0001,-0.003,-0.0148,-0.0076,-0.0049,-0.0068,-0.0282,-0.0108,-0.0169,-0.0167,-0.0068,-0.0076,-0.0087,0.06,0.07,0.06,-0.01,0,0.93,2.21,2.27,2.28,2.27
2014-06-13,4310.65,0.054147465,4,-0.002418366,-0.003718963,-0.00587003,0.00080517,-1.313861595,-1.984570014,-3.16475459,-2.922471298,4353.758419,4378.20434,4418.952499,4588.569387,2.49,0.011724475,0.0022,-0.0108,-0.0033,0.0043,0.004,2.28,0.007,4.66,-0.0009,2.45,2.37,-0.0033,-0.0012,0.0039,-0.0017,-0.0046,0.0009,2.38,-0.0001,IXIC,2.38,-0.0043,0.0004,0.0101,2.38,3.7,0.0016,-0.0047,-0.0123,0.0016,0,-0.0036,-0.0001,0.0001,0.0051,2.43,-0.0039,-0.0046,-0.0001,-0.0053,0.0288,-0.0013,0.0017,0.0051,-0.0016,-0.0112,-0.0169,0.0006,0.0117,-0.0059,0.0002,0.0072,0.0041,-0.0035,-0.0013,0.0015,0.11,0.11,0.11,0,0,0.96,2.17,2.28,2.28,2.28
2014-06-16,4321.1,-0.08311233,0,-0.003718963,-0.00587003,0.00080517,-0.001994029,-1.089116163,-1.975418427,-1.602200635,-2.157644592,4363.338068,4385.315323,4423.373009,4591.362547,2.45,-0.014285714,-0.0021,0.0047,0.0014,0.0012,-0.016,2.25,-0.0191,4.62,-0.0153,2.46,2.37,0.0038,-0.0142,-0.0036,-0.0152,-0.0202,0.0018,2.38,-0.0205,IXIC,2.39,-0.0001,0.0019,-0.0178,2.39,3.7,-0.0164,0.0003,0.0052,-0.0053,0.0008,-0.026,0.0014,-0.0179,-0.0307,2.43,-0.0156,-0.0202,0.0011,-0.0163,0.0052,-0.0047,0.0058,0.0017,-0.0165,0.0069,-0.008,0.0017,-0.0137,-0.0076,-0.0269,-0.0158,-0.0151,-0.0166,-0.0149,-0.0163,0.06,0.07,0.06,-0.01,0,0.92,2.17,2.23,2.24,2.23
2014-06-17,4337.23,0.023250466,1,-0.00587003,0.00080517,-0.001994029,-0.000146497,-0.30158493,-2.723245826,-1.851084967,-2.004984218,4372.724306,4392.074831,4427.547418,4594.078753,2.51,0.005162956,-0.0147,-0.0299,0.002,0.0055,-0.0118,2.3,0.0055,4.65,-0.0047,2.46,2.39,0.0009,-0.0051,0.0048,-0.006,0.0006,0.0044,2.39,-0.0058,IXIC,2.39,-0.0034,0.0019,-0.008,2.39,3.72,-0.0035,-0.0017,-0.029,-0.0044,0.0003,-0.0045,0.0001,-0.0025,-0.0067,2.44,0.0037,0.0006,0,-0.0089,-0.0168,-0.003,0,0.0058,-0.0044,-0.0558,0.0043,0.0013,0.005,,-0.0155,-0.0101,-0.0116,-0.0078,0.0006,,0.12,0.12,0.12,0,0,0.93,2.14,2.26,2.26,2.26
2014-06-18,4362.84,-0.013431651,2,0.00080517,-0.001994029,-0.000146497,0.004213454,-0.386322538,-2.128661897,-0.758837178,-0.013979764,4380.611929,4397.847971,4431.233843,4596.660148,2.54,0.003724696,0.0038,0.0069,0.0073,-0.0044,0.0018,2.33,0.0014,4.65,0.0084,2.46,2.41,0.0068,0.0103,-0.0034,0.0324,0.0198,0,2.38,0.0213,IXIC,2.38,0.0247,-0.0039,0.0044,2.39,3.73,0.0089,0.0205,0.0046,0.0023,-0.0021,0.0072,-0.0034,0.0075,0.0244,2.43,0.0142,0.0198,-0.0032,0.0062,-0.0085,-0.0037,-0.0121,-0.0104,0.0096,,0.009,-0.0026,0.0021,-0.0101,0.0124,0.0055,0.0017,0.0169,0.0052,0.004,0.16,0.16,0.15,0,0.01,0.92,2.11,2.26,2.27,2.27
2014-06-19,4359.33,-0.584198113,3,-0.001994029,-0.000146497,0.004213454,-0.00671498,-0.450325984,-2.822157278,-1.271886019,-1.642994935,4384.561247,4401.533021,4434.025428,4599.010099,2.55,-0.028324154,-0.0042,0.0065,-0.0095,0.0008,-0.0085,2.34,-0.0198,4.67,-0.0013,2.46,2.41,-0.0048,-0.0019,0.0025,-0.0056,0.004,0,2.41,-0.0131,IXIC,2.4,-0.0076,0.0023,0.0012,2.39,3.76,-0.0047,-0.0034,0.0083,-0.0175,0.0016,0.0015,0.0018,-0.0046,0.0149,2.47,-0.0079,0.004,0.0014,0.0022,-0.0118,0.0012,0.0194,0.0009,-0.0021,,0.0042,0.0012,-0.0281,0.0051,-0.0065,0.0001,-0.0059,-0.0029,-0.0047,-0.0046,0.15,0.14,0.16,0.01,-0.01,0.91,2.12,2.28,2.26,2.27
2014-06-20,4368.04,1.497820298,4,-0.000146497,0.004213454,-0.00671498,0.000162136,-0.679637921,-1.875534928,-1.630025989,-1.280538794,4390.16819,4405.975444,4437.074221,4601.418944,2.52,-0.004386652,-0.0054,,-0.0012,0.0077,,2.31,-0.0085,4.63,-0.0088,2.44,2.39,-0.0054,-0.0086,0.0046,-0.0078,-0.0093,0,2.38,-0.0208,IXIC,2.38,-0.017,0.0041,-0.001,2.37,3.68,-0.0073,-0.0174,,-0.0201,0.0016,-0.0037,0.0022,-0.0061,-0.0069,2.43,-0.0353,-0.0093,0.0022,-0.0077,0.0175,-0.0004,0.0155,-0.001,-0.0075,,-0.0097,-0.0011,-0.0049,,0.049,,,-0.0056,0.0053,-0.0044,0.14,0.14,0.15,0,-0.01,0.95,2.11,2.26,2.25,2.25
2014-06-23,4368.68,-0.119892986,0,0.004213454,-0.00671498,0.000162136,-0.004292929,-0.896061413,-0.518734088,-1.080294086,-1.960045063,4395.085566,4409.968648,4439.891945,4603.764461,2.51,0.006941158,-0.0029,-0.0118,0.0033,-0.0007,0.001,2.28,0.0105,4.65,0.004,2.46,2.39,0.003,0.0019,0.0014,-0.0061,-0.0045,0.0002,2.38,0.0064,IXIC,2.38,0.0034,-0.0052,0.0007,2.39,3.71,0.0014,0.002,-0.0065,0.0039,-0.0025,0.0029,-0.0039,0.0015,0.0453,2.43,0.0024,-0.0045,-0.0039,-0.0006,-0.0069,-0.002,-0.0193,-0.0075,0.001,0.0052,0.0014,-0.0005,0.0065,-0.0078,-0.0192,0.0013,0.0023,-0.0018,0.0097,-0.003,0.13,0.13,0.12,0,0.01,0.94,2.14,2.26,2.27,2.27
2014-06-24,4350.35,0.141092389,1,-0.00671498,0.000162136,-0.004292929,-0.002325223,-2.428986352,-1.554187231,-1.708552024,-2.757225563,4400.95347,4414.314822,4442.798555,4606.127119,2.54,0.001580028,0.0021,0.0081,-0.0057,-0.0011,0.0021,2.32,-0.0015,4.67,0.0013,2.47,2.42,-0.005,0.0005,-0.0027,-0.0063,0.0041,0.0006,2.39,-0.0009,IXIC,2.41,-0.0103,0.0002,-0.0002,2.4,3.71,0.0012,-0.0103,0.0097,-0.0065,-0.0035,0.0065,-0.0015,0.0004,0.0167,2.44,0.0019,0.0041,-0.0015,0.0144,0.0105,0.0004,-0.019,-0.0013,0.0011,-0.0077,0.0009,0,0.0032,0.0209,0.0014,0.001,0.0022,-0.0034,-0.0039,0.0017,0.13,0.15,0.14,-0.02,-0.01,0.96,2.13,2.27,2.28,2.26
2014-06-25,4379.76,0.173354067,2,0.000162136,-0.004292929,-0.002325223,-0.01131957,-1.749096513,-0.373959329,0.373786797,-2.065020762,4412.198685,4421.047961,4446.571965,4608.697744,2.51,-0.029740917,-0.0008,0.0021,0.0071,-0.0056,0.0021,2.29,-0.0296,4.64,0.0061,2.46,2.41,0.007,0.0052,-0.0032,0.0254,0.0103,-0.002,2.37,0.0057,IXIC,2.38,0.014,-0.0024,0.0028,2.39,3.69,0.0029,0.0084,0.0019,-0.021,-0.0013,0.0095,-0.002,0.0031,0.0494,2.42,0.0092,0.0103,-0.0019,0.0076,0.0207,-0.0004,0.0006,-0.0015,0.0047,-0.012,-0.0038,-0.0007,-0.0293,-0.0053,-0.0047,0.0027,0.0029,0.0054,0.0053,-0.0008,0.13,0.14,0.12,-0.01,0.01,0.95,2.13,2.25,2.27,2.26
2014-06-26,4379.05,-0.681300885,3,-0.004292929,-0.002325223,-0.01131957,0.000206383,-2.382560584,-0.82527647,-1.198064145,-1.584651067,4419.407282,4425.394062,4449.298984,4610.998625,2.54,-0.011067314,-0.0041,-0.0082,0.0002,-0.0048,-0.0033,2.33,-0.003,4.68,-0.003,2.46,2.42,0.0016,-0.0015,-0.0003,0.0002,-0.0079,0.0032,2.38,0.0331,IXIC,2.39,-0.0025,-0.0003,-0.0011,2.39,3.69,-0.0038,0.001,-0.0086,0.0056,0.0019,0.0006,0.0007,-0.0051,-0.0215,2.43,-0.0166,-0.0079,0.0003,0.0005,0.0211,-0.0049,0.0058,0.0003,-0.0003,-0.0243,0.0079,-0.0001,-0.0103,-0.0035,-0.0091,-0.0025,-0.0024,-0.0063,0.0032,-0.005,0.15,0.16,0.15,-0.01,0,0.99,2.14,2.29,2.3,2.29
2014-06-27,4397.93,1.28981337,4,-0.002325223,-0.01131957,0.000206383,-0.006286322,-1.204080395,-0.956891465,-0.605012769,-1.056939286,4428.375567,4430.272385,4452.16629,4613.329767,2.53,-0.004227053,-0.007,-0.0063,0.0049,0.0099,-0.0028,2.32,0.0008,4.67,-0.0033,2.46,2.42,0.0023,-0.0025,0.0124,-0.0114,0.0019,-0.0006,2.39,-0.0034,IXIC,2.38,0.0085,0.005,0.0045,2.39,3.69,-0.0037,0.0071,-0.0053,-0.0194,0.0067,0.0027,0.0056,-0.0022,-0.001,2.44,0.0053,0.0019,0.0054,-0.0017,0.0029,0.0028,-0.0148,0.0027,-0.0022,0.0009,-0.0038,0.0003,-0.0062,-0.0096,-0.0015,0.0063,-0.0028,0.0012,-0.005,-0.0068,0.15,0.14,0.14,0.01,0.01,0.98,2.14,2.28,2.28,2.29
2014-06-30,4408.18,0.00595226,0,-0.01131957,0.000206383,-0.006286322,0.00772768,0.38073898,-0.185898437,-1.073603799,-0.777004974,4435.141248,4433.676846,4454.380016,4615.494589,2.57,0.008833384,0.0229,0.0003,-0.0034,0.0033,0.002,2.36,0.0063,4.71,0.0062,2.46,2.43,-0.002,0.0088,0.0044,0.0193,0.0161,0.0021,2.4,0.0136,IXIC,2.39,-0.0123,0.006,-0.0019,2.39,3.73,0.0048,-0.011,0,0.0058,0.0028,0.0019,0.0037,0.0055,0.001,2.45,-0.0024,0.0161,0.0036,0.0012,-0.0273,-0.0006,0.0069,0.0036,0.0088,-0.0051,0.0007,0.0046,0.0091,0.0017,0.0145,0.0011,-0.0107,0.0133,0.015,0.0085,0.18,0.17,0.18,0.01,0,0.98,2.14,2.32,2.31,2.32
2014-07-01,4458.65,0.269295454,1,0.000206383,-0.006286322,0.00772768,0.013678822,0.896576851,0.738369216,-0.336410577,-0.095229559,4441.132636,4436.360725,4456.265731,4617.578153,2.59,0.025616995,-0.0146,,0.0013,0.0012,,2.39,0.0288,4.73,-0.0007,2.47,2.46,-0.0004,0.0007,0.0026,0.0139,-0.0036,0.0012,2.39,0.0032,IXIC,2.4,0.0013,-0.0036,0.0043,2.4,3.75,-0.002,0.0033,,0.0218,-0.001,-0.0067,-0.002,-0.0018,-0.0033,2.44,-0.0045,-0.0036,-0.0009,0.0012,0.0137,0.0002,-0.0219,0.001,0.001,-0.017,0.0018,0.0009,0.0266,-0.0002,0.0031,,,0.0025,0.0023,,0.19,0.2,0.19,-0.01,0,0.98,2.14,2.33,2.34,2.33
2014-07-02,4457.73,0.30540075,2,-0.006286322,0.00772768,0.013678822,-0.006238926,1.399617852,2.160675612,-0.321548441,2.012920588,4437.239889,4434.014485,4456.168414,4619.175421,2.57,0.004392846,-0.0006,-0.0072,-0.0006,0.0067,0.0031,2.38,0.0049,4.69,0.0012,2.47,2.44,0.001,0.0033,0.0039,-0.0017,-0.0012,0.0031,2.37,0.0131,IXIC,2.4,0.0011,0.0027,0.0046,2.4,3.69,0.0052,-0.0003,-0.0054,-0.0037,0.0059,0.0006,0.005,0.0042,0.0253,2.42,-0.0158,-0.0012,0.0047,-0.0073,-0.0107,-0.0008,-0.0062,0.0037,0.0016,-0.004,-0.0079,0.005,0.0038,-0.0173,0.0037,0.0057,0.0057,0.003,-0.0072,-0.0015,0.17,0.2,0.17,-0.03,0,1,2.12,2.29,2.32,2.29
2014-07-03,4485.93,-0.30262631,3,0.00772768,0.013678822,-0.006238926,0.005193121,1.595292935,1.213406586,0.817384191,3.062279444,4432.686531,4431.518115,4456.104675,4620.797988,2.59,-0.004218091,-0.0003,0.0011,-0.0003,0.0052,0.0062,2.4,-0.0014,4.72,-0.0035,2.47,2.44,-0.0019,-0.0038,-0.0005,0.001,-0.0096,-0.0036,2.39,0.0083,IXIC,2.38,0.0016,-0.0008,0.0037,2.4,3.72,-0.0007,0.0017,-0.0002,0.0028,-0.0016,-0.0021,0.0001,-0.0001,-0.0023,2.44,0.0121,-0.0096,-0.0003,0.0288,-0.0214,0.0005,0.0045,0.0001,-0.0023,0.0029,0.002,0.0025,-0.0045,-0.0003,0.0195,0.0043,0.0061,0.0013,0.0036,0.0002,0.21,0.2,0.19,0.01,0.02,1,2.13,2.32,2.33,2.34
2014-07-07,4451.53,-0.215104456,0,0.013678822,-0.006238926,0.005193121,-0.004368711,0.250201558,0.606368793,0.148934399,1.542921926,4420.854649,4425.790548,4454.887315,4622.153445,2.6,0.009143938,0.0048,0.01,-0.0109,0,0.0036,2.41,0.0076,4.72,-0.0003,2.47,2.45,-0.0088,0.0007,-0.0001,0.0099,0.0023,0.0005,2.38,-0.0023,IXIC,2.39,-0.004,-0.001,0.0076,2.4,3.73,0.0028,-0.0017,0.0107,0.0068,0.0027,0.0188,0.0009,0.0026,0.0178,2.43,-0.0014,0.0023,0.001,0.0106,-0.0069,-0.0004,-0.0316,0.0041,0.0005,0.0239,0.002,0.004,0.0103,0.0031,0,0.0067,0.0039,0.0042,0.011,0.0044,0.21,0.22,0.2,-0.01,0.01,0.99,2.12,2.32,2.34,2.33
2014-07-08,4391.46,0.305701733,1,-0.006238926,0.005193121,-0.004368711,-0.005614334,-0.564488191,-1.448826531,-1.153352691,0.887236838,4414.037904,4423.081133,4455.024348,4623.868253,2.55,-0.006733479,0.0012,-0.0042,-0.003,-0.0001,0.0011,2.37,-0.0052,4.7,-0.001,2.46,2.43,-0.002,-0.001,-0.0001,0.001,-0.0036,0.0006,2.38,0.0008,IXIC,2.38,0.0008,0.0032,0.0018,2.39,3.68,-0.0013,0.003,-0.0033,-0.0033,-0.0007,0.006,-0.0004,-0.001,-0.0021,2.43,-0.0037,-0.0036,-0.0003,-0.0114,-0.0263,0.0001,-0.0108,-0.0013,-0.0006,-0.0034,0.0144,0.0016,-0.0077,0.0045,0.0018,0.0017,0.0019,-0.0006,0.004,0,0.17,0.17,0.16,0,0.01,1.02,2.15,2.31,2.32,2.32
2014-07-09,4419.03,0.011031386,2,0.005193121,-0.004368711,-0.005614334,0.005441096,-0.156801786,-1.222030981,-0.982993121,1.469099092,4419.055216,4426.409673,4457.618812,4626.204015,2.56,0.0039302,0.0011,0.0043,0.0015,-0.005,0.0031,2.38,0.0102,4.71,0.0064,2.47,2.44,-0.0017,0.0072,-0.0068,-0.0005,0.0036,-0.0022,2.39,0.0052,IXIC,2.37,0.0065,-0.0048,0.0043,2.4,3.71,0.0105,-0.0003,0.0024,-0.0126,-0.0044,-0.0262,-0.0021,0.0103,-0.0132,2.44,0.0199,0.0036,-0.0022,0.0469,-0.0015,0.0033,0.0087,-0.0021,0.0066,-0.0004,0.0083,-0.0008,0.0049,0.004,-0.0004,0.0054,0.0031,0.0046,0.0057,0.0026,0.19,0.17,0.16,0.02,0.03,1,2.15,2.31,2.32,2.34
2014-07-10,4396.2,0.120365307,3,-0.004368711,-0.005614334,0.005441096,-0.002164497,0.750552888,-1.697409053,0.604837326,1.412466522,4419.06082,4427.18648,4459.193865,4628.286166,2.51,-0.015629836,0.0006,-0.01,-0.0157,0.0057,0.0066,2.31,-0.0125,4.71,0,2.46,2.44,-0.0118,-0.001,0.007,-0.0018,-0.0015,0.0005,2.38,0.0012,IXIC,2.38,-0.0247,0.0048,0.003,2.39,3.68,-0.0013,-0.0164,-0.0093,0.0048,0.0017,-0.001,0.0025,-0.0005,-0.0044,2.43,-0.0131,-0.0015,0.0024,0.0084,-0.0133,0.0059,0.0055,0.0027,0,-0.016,-0.0005,0.0006,-0.0159,-0.0031,-0.0084,0.0025,0.0066,-0.0031,-0.0027,-0.0005,0.13,0.13,0.12,0,0.01,1.03,2.2,2.32,2.33,2.33
2014-07-11,4415.49,-0.032205139,4,-0.005614334,0.005441096,-0.002164497,0.014328112,-0.375889805,-0.765693687,1.443951257,1.020156032,4424.141002,4430.448215,4461.765043,4630.61869,2.48,0.008899297,-0.0015,-0.0027,0.0043,-0.0033,0.0025,2.28,0.0159,4.69,0.0029,2.46,2.41,0.003,0.0042,-0.0067,0.0063,0.014,0.0006,2.38,0.0076,IXIC,2.36,0.0022,-0.0006,0.0037,2.39,3.65,0.0003,-0.0007,-0.0013,-0.0045,-0.001,-0.0073,-0.0006,0.0003,-0.0066,2.43,-0.0027,0.014,-0.0006,0.0045,0.0004,-0.0011,-0.0033,-0.0022,0.0035,0.0007,-0.0025,0.0027,0.0098,0.005,0.0056,0.0047,0.0025,0.0063,0.0001,-0.0005,0.12,0.1,0.09,0.02,0.03,1.04,2.21,2.3,2.31,2.33
2014-07-14,4440.42,-0.150121447,0,0.005441096,-0.002164497,0.014328112,-0.015500378,0.355278324,-0.101014419,1.289494034,0.88814063,4426.063447,4432.022764,4463.653821,4632.780787,2.51,-0.00497126,-0.0009,0.0026,0.0049,-0.0005,-0.0065,2.31,-0.0069,4.7,-0.0072,2.46,2.42,0.0052,-0.0054,0.0001,-0.0076,-0.0122,-0.0007,2.37,-0.0054,IXIC,2.38,-0.0003,0.0011,-0.0067,2.39,3.67,-0.0067,-0.002,0.0027,-0.0129,0,-0.0151,-0.0004,-0.0072,-0.0284,2.42,0.0005,-0.0122,-0.0004,-0.0074,-0.0033,-0.0031,-0.0124,0.0001,-0.0061,-0.0016,-0.0009,0.001,-0.0065,0.0017,-0.0028,-0.0094,-0.0064,-0.004,-0.0042,-0.0035,0.13,0.14,0.12,-0.01,0.01,1.03,2.19,2.31,2.33,2.32
2014-07-15,4416.39,-0.097379266,1,-0.002164497,0.014328112,-0.015500378,0.00168373,-0.889358665,-0.592207441,1.459966367,0.618328872,4422.873102,4431.138845,4464.60214,4634.714062,2.52,0.020126783,-0.0028,0.0041,0.0049,-0.0011,-0.0008,2.33,0.0108,4.73,0.0012,2.48,2.43,0.0044,0.0008,-0.0031,0.0069,-0.0022,-0.0004,2.38,0.0003,IXIC,2.39,0.0086,-0.0052,-0.0052,2.41,3.69,-0.0023,0.0109,0.0047,0.0062,-0.0039,0.0021,-0.0037,-0.0032,-0.052,2.43,0.0128,-0.0022,-0.0035,0.0032,0.0165,-0.0023,-0.0053,-0.0021,0.0011,-0.0005,-0.0016,-0.0011,0.0209,-0.0026,0.0156,-0.0039,-0.0008,0.0025,-0.0003,0.0007,0.13,0.14,0.11,-0.01,0.02,1.04,2.21,2.32,2.35,2.34
2014-07-16,4425.97,-0.025634432,2,0.014328112,-0.015500378,0.00168373,-0.007028694,-1.066902117,-0.827488853,1.628454323,-0.183801972,4424.313791,4432.691355,4466.569982,4636.908273,2.5,0.015775918,0.0074,,0.001,0.003,0.0023,2.31,0.0135,4.72,0.0046,2.46,2.43,-0.0005,0.0046,0.001,0.0101,0.0096,0.0002,2.39,0.0044,IXIC,2.38,0.0001,0.0018,0.0019,2.39,3.67,0.0002,-0.0043,,0.0054,0.0003,-0.0079,0.0009,0.0015,-0.0019,2.44,-0.0051,0.0096,0.0008,-0.0024,0.0079,0.0007,-0.0064,0.003,0.0046,,0.0044,0.0002,0.0158,0.0024,0.0067,0.0018,0.0024,0.0057,0.0045,0.0061,0.12,0.11,0.11,0.01,0.01,1.05,2.22,2.33,2.33,2.34
2014-07-17,4363.45,0.022262213,3,-0.015500378,0.00168373,-0.007028694,-0.003951986,-2.429725566,-0.144630038,0.656982632,-2.011003818,4423.945745,4433.398866,4468.227124,4639.028256,2.51,-0.005443484,0.0001,0.0013,-0.0008,0.0039,-0.0009,2.32,0.0013,4.73,0.0027,2.46,2.41,0.0019,0.001,0,-0.001,0.0042,0.0009,2.39,-0.0051,IXIC,2.39,-0.0012,0.0011,0.0029,2.39,3.7,0.0056,0.0007,-0.0017,0.0142,0.0011,0.0063,0.0026,0.0064,-0.007,2.44,-0.0127,0.0042,0.0023,0.002,-0.0127,0.0016,-0.0005,0.0066,0.0021,0.0094,-0.0005,0.0014,-0.0058,0.0016,0.0016,0.0028,-0.001,-0.0027,-0.0117,-0.0022,0.12,0.12,0.12,0,0,1.03,2.22,2.34,2.34,2.34
2014-07-18,4432.15,0.304288201,4,0.00168373,-0.007028694,-0.003951986,0.000355537,-0.391274643,1.826707469,1.401313231,-0.734166045,4437.389244,4440.761904,4472.503742,4641.797887,2.52,-0.001119463,0.0026,0.0075,-0.0001,-0.0031,0.0084,2.32,-0.0009,4.75,0.0011,2.45,2.41,-0.0025,0.0044,-0.0057,0.0036,0.0049,-0.0018,2.39,0.0065,IXIC,2.38,0.0027,0.0004,0.0172,2.38,3.69,0.0033,0.0013,0.0122,-0.0059,-0.0025,0.0135,-0.0027,0.0015,-0.0138,2.44,0.0144,0.0049,-0.0028,0.002,-0.0026,0.0014,0.0151,-0.0024,0.0022,0.0124,0.0114,0.0003,-0.0019,0.0154,0.0068,0.017,0.0086,0.0084,-0.0039,0.0037,0.14,0.13,0.14,0.01,0,1.06,2.23,2.37,2.36,2.37
